Modified Julian Day,Magnitude,phase,mjd
57143.0,,,
57144.0,,,
57145.0,,,
57146.0,,,
57147.0,,,
57148.0,,,
57149.0,,,
57150.0,,,
57151.0,,,
57152.0,,,
57153.0,,,
57154.0,,,
57155.0,20.006666250000002,0.40495544073928613,57155.39788958337
57156.0,,,
57157.0,,,
57158.0,,,
57159.0,,,
57160.0,,,
57161.0,,,
57162.0,,,
57163.0,,,
57164.0,,,
57165.0,19.599692750000003,0.649243405656307,57165.297728611054
57166.0,,,
57167.0,,,
57168.0,,,
57169.0,,,
57170.0,,,
57171.0,19.8188615,0.5149765225651208,57171.2753883102
57172.0,,,
57173.0,,,
57174.0,,,
57175.0,,,
57176.0,,,
57177.0,,,
57178.0,,,
57179.0,,,
57180.0,,,
57181.0,,,
57182.0,,,
57183.0,,,
57184.0,,,
57185.0,,,
57186.0,,,
57187.0,,,
57188.0,,,
57189.0,20.469986249999998,0.5699078876787098,57189.35340106198
57190.0,,,
57191.0,,,
57192.0,,,
57193.0,,,
57194.0,,,
57195.0,20.166807000000002,0.3361983085148192,57195.29955206793
57196.0,,,
57197.0,,,
57198.0,,,
57199.0,,,
57200.0,,,
57201.0,,,
57202.0,,,
57203.0,,,
57204.0,,,
57205.0,,,
57206.0,,,
57207.0,,,
57208.0,,,
57209.0,,,
57210.0,,,
57211.0,,,
57212.0,,,
57213.0,,,
57214.0,,,
57215.0,,,
57216.0,,,
57217.0,,,
57218.0,,,
57219.0,,,
57220.0,,,
57221.0,,,
57222.0,,,
57223.0,,,
57224.0,,,
57225.0,,,
57226.0,,,
57227.0,,,
57228.0,,,
57229.0,,,
57230.0,,,
57231.0,,,
57232.0,,,
57233.0,,,
57234.0,,,
57235.0,,,
57236.0,,,
57237.0,,,
57238.0,,,
57239.0,,,
57240.0,,,
57241.0,,,
57242.0,,,
57243.0,,,
57244.0,,,
57245.0,,,
57246.0,,,
57247.0,,,
57248.0,,,
57249.0,,,
57250.0,,,
57251.0,,,
57252.0,,,
57253.0,,,
57254.0,,,
57255.0,,,
57256.0,,,
57257.0,,,
57258.0,,,
57259.0,,,
57260.0,,,
57261.0,,,
57262.0,,,
57263.0,,,
57264.0,,,
57265.0,,,
57266.0,,,
57267.0,,,
57268.0,,,
57269.0,,,
57270.0,,,
57271.0,,,
57272.0,,,
57273.0,,,
57274.0,,,
57275.0,,,
57276.0,,,
57277.0,,,
57278.0,,,
57279.0,,,
57280.0,,,
57281.0,,,
57282.0,,,
57283.0,,,
57284.0,,,
57285.0,,,
57286.0,,,
57287.0,,,
57288.0,,,
57289.0,,,
57290.0,,,
57291.0,,,
57292.0,,,
57293.0,,,
57294.0,,,
57295.0,,,
57296.0,,,
57297.0,,,
57298.0,,,
57299.0,,,
57300.0,,,
57301.0,,,
57302.0,,,
57303.0,,,
57304.0,,,
57305.0,,,
57306.0,,,
57307.0,,,
57308.0,,,
57309.0,,,
57310.0,,,
57311.0,,,
57312.0,,,
57313.0,,,
57314.0,,,
57315.0,,,
57316.0,,,
57317.0,,,
57318.0,,,
57319.0,,,
57320.0,,,
57321.0,,,
57322.0,,,
57323.0,,,
57324.0,,,
57325.0,,,
57326.0,,,
57327.0,,,
57328.0,,,
57329.0,,,
57330.0,,,
57331.0,,,
57332.0,,,
57333.0,,,
57334.0,,,
57335.0,,,
57336.0,,,
57337.0,,,
57338.0,,,
57339.0,,,
57340.0,,,
57341.0,,,
57342.0,,,
57343.0,,,
57344.0,,,
57345.0,,,
57346.0,,,
57347.0,,,
57348.0,,,
57349.0,,,
57350.0,,,
57351.0,,,
57352.0,,,
57353.0,,,
57354.0,,,
57355.0,,,
57356.0,,,
57357.0,,,
57358.0,,,
57359.0,,,
57360.0,,,
57361.0,,,
57362.0,,,
57363.0,,,
57364.0,,,
57365.0,,,
57366.0,,,
57367.0,,,
57368.0,,,
57369.0,,,
57370.0,,,
57371.0,,,
57372.0,,,
57373.0,,,
57374.0,,,
57375.0,,,
57376.0,,,
57377.0,,,
57378.0,,,
57379.0,,,
57380.0,,,
57381.0,,,
57382.0,,,
57383.0,,,
57384.0,,,
57385.0,,,
57386.0,,,
57387.0,,,
57388.0,,,
57389.0,,,
57390.0,,,
57391.0,,,
57392.0,,,
57393.0,,,
57394.0,,,
57395.0,,,
57396.0,,,
57397.0,,,
57398.0,,,
57399.0,,,
57400.0,,,
57401.0,,,
57402.0,,,
57403.0,,,
57404.0,,,
57405.0,,,
57406.0,,,
57407.0,,,
57408.0,,,
57409.0,,,
57410.0,,,
57411.0,,,
57412.0,,,
57413.0,,,
57414.0,,,
57415.0,,,
57416.0,,,
57417.0,,,
57418.0,,,
57419.0,,,
57420.0,,,
57421.0,,,
57422.0,,,
57423.0,,,
57424.0,,,
57425.0,,,
57426.0,19.03715425,0.9631444727492635,57426.4838672744
57427.0,,,
57428.0,,,
57429.0,,,
57430.0,,,
57431.0,,,
57432.0,,,
57433.0,,,
57434.0,,,
57435.0,,,
57436.0,,,
57437.0,,,
57438.0,,,
57439.0,,,
57440.0,,,
57441.0,,,
57442.0,,,
57443.0,,,
57444.0,,,
57445.0,19.304723,0.037572232431557495,57445.518615807276
57446.0,,,
57447.0,,,
57448.0,,,
57449.0,,,
57450.0,,,
57451.0,,,
57452.0,,,
57453.0,,,
57454.0,,,
57455.0,,,
57456.0,,,
57457.0,,,
57458.0,,,
57459.0,,,
57460.0,,,
57461.0,,,
57462.0,,,
57463.0,19.335705,0.4291316410235595,57463.3864373205
57464.0,,,
57465.0,,,
57466.0,,,
57467.0,,,
57468.0,,,
57469.0,,,
57470.0,,,
57471.0,,,
57472.0,,,
57473.0,,,
57474.0,,,
57475.0,,,
57476.0,,,
57477.0,,,
57478.0,,,
57479.0,,,
57480.0,,,
57481.0,,,
57482.0,19.16295775,0.13519379137142096,57482.30446819157
57483.0,,,
57484.0,,,
57485.0,,,
57486.0,,,
57487.0,,,
57488.0,,,
57489.0,,,
57490.0,,,
57491.0,,,
57492.0,,,
57493.0,,,
57494.0,19.414567333333334,0.22503363617579453,57494.373339259364
57495.0,,,
57496.0,,,
57497.0,,,
57498.0,,,
57499.0,,,
57500.0,,,
57501.0,,,
57502.0,,,
57503.0,,,
57504.0,,,
57505.0,,,
57506.0,19.4775915,0.9559193259992753,57506.32847471071
